gemeente,gemeente,0
Boxtel,Noordwijkerhout,0.9986777324912667
Borsele,Tholen,0.998650892791853
Apeldoorn,Goes,0.9986212836901502
Montferland,Oude IJsselstreek,0.9985252419851676
Helmond,Zaanstad,0.9984320999984649
Almelo,Doetinchem,0.9984266202055221
Gemert-Bakel,Oost Gelre,0.9983058464670621
Haaksbergen,Hellendoorn,0.9982985494472385
Etten-Leur,Overbetuwe,0.9982752733986274
Boxmeer,Raalte,0.9982674236754967
Lingewaard,Overbetuwe,0.9982256586038227
Emmen,Hoogeveen,0.9981828432957622
Beuningen,Etten-Leur,0.9981648135015327
Duiven,Wijchen,0.9981630817785101
Etten-Leur,Lingewaard,0.9981566046675028
Uden,Veghel,0.9980720031829642
De Wolden,Olst-Wijhe,0.9980314024911345
Etten-Leur,Oss,0.9980260371210452
Etten-Leur,Wijchen,0.9979261569974378
Asten,Berkelland,0.9979212401430065
Boxtel,Uden,0.9979033517830411
Brunssum,Kerkrade,0.9978961214118668
Apeldoorn,Doetinchem,0.9978859807755613
Arnhem,Nijmegen,0.997856960948714
Veenendaal,Waddinxveen,0.9978465872931399
Overbetuwe,Wijchen,0.9978422533110065
Doetinchem,Oldenzaal,0.9978240086806532
Bedum,Borger-Odoorn,0.9978186896214709
Albrandswaard,Barendrecht,0.9978153109356186
Noordwijkerhout,Uden,0.9977986213110694
Apeldoorn,Sneek,0.9977934724104883
Lingewaard,Wijchen,0.9977923030849611
Beuningen,Overbetuwe,0.997790031371351
Almelo,Enschede,0.997767372548538
Oss,Weert,0.9977670793509062
Horst aan de Maas,Oost Gelre,0.9977529340714584
Boxtel,Waalwijk,0.9977504536998483
Soest,Vught,0.9977363197780441
Coevorden,Steenwijkerland,0.997729174122818
Beverwijk,Vlaardingen,0.9977271190399853
Korendijk,Moerdijk,0.9976922095218743
Almelo,Oldenzaal,0.9976882847407388
Gorinchem,Gouda,0.9976853751612307
Haaksbergen,Montferland,0.9976660044301139
Uden,Weert,0.9976637587633903
Deurne,Raalte,0.9976363238519677
Haaksbergen,Oude IJsselstreek,0.997595613612617
Barneveld,Kampen,0.9975887976744908
Boxtel,Oss,0.9975491952673121
Brunssum,Schinnen,0.9975430180795976
Noordwijkerhout,Waalwijk,0.9975275321228951
Boxmeer,Venray,0.9975269001723744
Deurne,Twenterand,0.9975097299330367
Tiel,Zaanstad,0.9975057850056402
Raalte,Twenterand,0.9974963077200568
Gemert-Bakel,Nederweert,0.9974742043829299
Lisse,Medemblik,0.9974681967989549
Apeldoorn,Zwijndrecht,0.9974675709111837
Oss,Waalwijk,0.9974670959321366
Achtkarspelen,Laarbeek,0.997434825875621
Drechterland,Harenkarspel,0.9974236525348804
Moerdijk,Nederlek,0.9974155038770285
Gorinchem,Helmond,0.997383522623335
Oosterhout,Waalwijk,0.9973676679276614
Apeldoorn,Oosterhout,0.9973667581292793
Gorinchem,Zaanstad,0.9973574747211311
Apeldoorn,Deventer,0.9973525150903597
Cuijk,Gennep,0.9973517490752815
Alkmaar,Beverwijk,0.9973446243276072
Heemskerk,Veenendaal,0.9973320862613105
Horst aan de Maas,Montferland,0.9973098207993581
Boskoop,Medemblik,0.997308826160492
Beuningen,Lingewaard,0.9973007765322027
Gemert-Bakel,Horst aan de Maas,0.997292445489228
Boxtel,Laarbeek,0.9972715192008885
Almelo,Venlo,0.9972709202763569
Borger-Odoorn,Ooststellingwerf,0.9972570359864356
Gilze en Rijen,Laarbeek,0.9972267213761737
Lingewaard,Medemblik,0.9972253149031443
Oss,Uden,0.9972237836263187
Kampen,Laarbeek,0.9972227980437033
Medemblik,Overbetuwe,0.9972179686047802
Drimmelen,Lingewaard,0.9972070594707962
Meppel,Smallingerland,0.9972062629579238
Enschede,Roermond,0.9972022868400734
Heerenveen,Sneek,0.9971919111233923
Nieuwkoop,Rijnwoude,0.997184054587083
Etten-Leur,Heusden,0.9971576626425575
Werkendam,Woudrichem,0.9971396455504361
Geldermalsen,Zaltbommel,0.9971338763884664
Beuningen,Wijchen,0.9971313456969183
Velsen,Vlaardingen,0.9971305946549202
Alkmaar,Tilburg,0.9971302844160844
Cranendonck,Weert,0.9971298925240405
Gilze en Rijen,Lingewaard,0.99712813781939
Heusden,Oss,0.9971275848647007
Meppel,Roermond,0.9971195047638193
Soest,Utrechtse Heuvelrug,0.9971150873021309
Uden,Zevenaar,0.9970980607309234
Alblasserdam,Veenendaal,0.9970960609381074
Oldambt,Schinnen,0.9970919258843888
Bedum,Ooststellingwerf,0.9970743897229954
Roosendaal,Sittard-Geleen,0.9970679533375684
Emmen,Smallingerland,0.9970678865419049
Houten,IJsselstein,0.9970623226807792
Meppel,Zutphen,0.9970611637561944
Bernheze,Raalte,0.9970581990994755
Doetinchem,Goes,0.9970578561976201
Kampen,Noordwijkerhout,0.9970550571610928
Achtkarspelen,Hoogeveen,0.9970537235831531
Doetinchem,Venlo,0.9970512097060933
Landgraaf,Schinnen,0.9970508618775594
Bedum,Opsterland,0.9970494695707254
Goes,Oosterhout,0.9970445190198376
Deventer,Tiel,0.9970411830258049
Goirle,Opsterland,0.9970377684306094
Heemskerk,Maassluis,0.9970310045470386
's-Hertogenbosch,Breda,0.9970236042838689
