"Category","Series 1"
"Staatkundig Gereformeerde Partij (SGP)",1575
"Christen Democratisch Appèl (CDA)",1553
"PVV (Partij voor de Vrijheid)",1224
"VVD",1136
"ChristenUnie",820
"Partij van de Arbeid (P.v.d.A.)",491
"SP (Socialistische Partij)",423
"Democraten 66 (D66)",162
"GROENLINKS",152
"Partij voor de Dieren",60
"TROTS OP NEDERLAND LIJST RITA VERDONK",33
"Partij voor Mens en Spirit (MenS)",10
"Lijst 17",4
"Nieuw Nederland",3
"Piratenpartij",2
