"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",10702
"VVD",6268
"SP (Socialistische Partij)",4320
"PVV (Partij voor de Vrijheid)",3919
"Christen Democratisch Appèl (CDA)",3753
"ChristenUnie",3142
"GROENLINKS",2762
"Democraten 66 (D66)",2301
"Partij voor de Dieren",449
"Staatkundig Gereformeerde Partij (SGP)",192
"TROTS OP NEDERLAND LIJST RITA VERDONK",147
"Partij voor Mens en Spirit (MenS)",114
"Piratenpartij",48
"Lijst 17",30
"Partij TTn",11
"Nieuw Nederland",9
"Heel NL",6
