"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",3664
"VVD",2878
"PVV (Partij voor de Vrijheid)",2093
"SP (Socialistische Partij)",1169
"GROENLINKS",1134
"Democraten 66 (D66)",1030
"Christen Democratisch Appèl (CDA)",833
"Partij voor de Dieren",214
"ChristenUnie",170
"TROTS OP NEDERLAND LIJST RITA VERDONK",72
"Partij voor Mens en Spirit (MenS)",31
"Piratenpartij",15
"Lijst 17",14
"Staatkundig Gereformeerde Partij (SGP)",10
"Partij TTn",5
