"Category","Series 1"
"PVV (Partij voor de Vrijheid)",8073
"Partij van de Arbeid (P.v.d.A.)",7714
"VVD",7181
"SP (Socialistische Partij)",4399
"Christen Democratisch Appèl (CDA)",3691
"GROENLINKS",2498
"Democraten 66 (D66)",2131
"ChristenUnie",1091
"Staatkundig Gereformeerde Partij (SGP)",603
"Partij voor de Dieren",560
"TROTS OP NEDERLAND LIJST RITA VERDONK",295
"Partij voor Mens en Spirit (MenS)",76
"Piratenpartij",33
"Lijst 17",23
"Partij TTn",14
"Nieuw Nederland",5
"Heel NL",4
