"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",2236
"VVD",1601
"PVV (Partij voor de Vrijheid)",1143
"Christen Democratisch Appèl (CDA)",994
"SP (Socialistische Partij)",902
"ChristenUnie",878
"GROENLINKS",626
"Democraten 66 (D66)",453
"Partij voor de Dieren",126
"Staatkundig Gereformeerde Partij (SGP)",82
"TROTS OP NEDERLAND LIJST RITA VERDONK",50
"Partij voor Mens en Spirit (MenS)",25
"Piratenpartij",6
"Lijst 17",5
"Nieuw Nederland",2
"Evangelische Partij Nederland",1
"Partij TTn",1
