"Category","Series 1"
"VVD",3473
"Partij van de Arbeid (P.v.d.A.)",2794
"PVV (Partij voor de Vrijheid)",2739
"Staatkundig Gereformeerde Partij (SGP)",2227
"Christen Democratisch Appèl (CDA)",1932
"SP (Socialistische Partij)",1194
"ChristenUnie",1155
"Democraten 66 (D66)",853
"GROENLINKS",773
"Partij voor de Dieren",210
"TROTS OP NEDERLAND LIJST RITA VERDONK",71
"Partij voor Mens en Spirit (MenS)",32
"Lijst 17",17
"Piratenpartij",11
"Partij TTn",6
"Heel NL",3
"Nieuw Nederland",1
