"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",8908
"VVD",7088
"PVV (Partij voor de Vrijheid)",6524
"Christen Democratisch Appèl (CDA)",3969
"SP (Socialistische Partij)",3335
"GROENLINKS",3266
"Democraten 66 (D66)",3131
"ChristenUnie",2195
"Staatkundig Gereformeerde Partij (SGP)",1638
"Partij voor de Dieren",587
"TROTS OP NEDERLAND LIJST RITA VERDONK",276
"Partij voor Mens en Spirit (MenS)",92
"Piratenpartij",54
"Lijst 17",26
"Nieuw Nederland",12
"Partij TTn",12
"Heel NL",2
