"Category","Series 1"
"VVD",1116
"Partij van de Arbeid (P.v.d.A.)",894
"Christen Democratisch Appèl (CDA)",745
"SP (Socialistische Partij)",680
"PVV (Partij voor de Vrijheid)",588
"Democraten 66 (D66)",430
"GROENLINKS",412
"Partij voor de Dieren",71
"ChristenUnie",38
"Partij voor Mens en Spirit (MenS)",24
"TROTS OP NEDERLAND LIJST RITA VERDONK",15
"Lijst 17",10
"Piratenpartij",2
"Partij TTn",1
