"Category","Series 1"
"Christen Democratisch Appèl (CDA)",2530
"VVD",2010
"PVV (Partij voor de Vrijheid)",1585
"SP (Socialistische Partij)",1225
"Partij van de Arbeid (P.v.d.A.)",1216
"Democraten 66 (D66)",432
"GROENLINKS",410
"TROTS OP NEDERLAND LIJST RITA VERDONK",95
"Partij voor de Dieren",71
"ChristenUnie",46
"Partij voor Mens en Spirit (MenS)",32
"Lijst 17",14
"Piratenpartij",10
"Staatkundig Gereformeerde Partij (SGP)",8
"Heel NL",3
"Nieuw Nederland",1
"Partij TTn",1
