"Category","Series 1"
"VVD",2845
"Partij van de Arbeid (P.v.d.A.)",2312
"Christen Democratisch Appèl (CDA)",2214
"PVV (Partij voor de Vrijheid)",2115
"Staatkundig Gereformeerde Partij (SGP)",2021
"SP (Socialistische Partij)",1063
"ChristenUnie",1045
"Democraten 66 (D66)",825
"GROENLINKS",679
"Partij voor de Dieren",146
"TROTS OP NEDERLAND LIJST RITA VERDONK",67
"Partij voor Mens en Spirit (MenS)",49
"Lijst 17",10
"Nieuw Nederland",8
"Piratenpartij",6
"Partij TTn",2
