"Category","Series 1"
"Christen Democratisch Appèl (CDA)",1422
"Partij van de Arbeid (P.v.d.A.)",950
"VVD",659
"SP (Socialistische Partij)",586
"PVV (Partij voor de Vrijheid)",530
"ChristenUnie",344
"GROENLINKS",226
"Democraten 66 (D66)",178
"Partij voor de Dieren",70
"Staatkundig Gereformeerde Partij (SGP)",25
"Partij voor Mens en Spirit (MenS)",15
"TROTS OP NEDERLAND LIJST RITA VERDONK",11
"Piratenpartij",4
"Nieuw Nederland",2
