"Category","Series 1"
"PVV (Partij voor de Vrijheid)",10420
"VVD",8622
"Partij van de Arbeid (P.v.d.A.)",7349
"SP (Socialistische Partij)",7010
"Christen Democratisch Appèl (CDA)",5437
"GROENLINKS",2246
"Democraten 66 (D66)",2223
"Partij voor de Dieren",457
"TROTS OP NEDERLAND LIJST RITA VERDONK",377
"ChristenUnie",272
"Partij voor Mens en Spirit (MenS)",112
"Piratenpartij",56
"Lijst 17",44
"Staatkundig Gereformeerde Partij (SGP)",13
"Heel NL",9
"Nieuw Nederland",6
"Partij TTn",4
