"Category","Series 1"
"Christen Democratisch Appèl (CDA)",1688
"VVD",1405
"Partij van de Arbeid (P.v.d.A.)",1037
"Staatkundig Gereformeerde Partij (SGP)",862
"PVV (Partij voor de Vrijheid)",826
"SP (Socialistische Partij)",585
"ChristenUnie",439
"Democraten 66 (D66)",324
"GROENLINKS",294
"Partij voor de Dieren",90
"TROTS OP NEDERLAND LIJST RITA VERDONK",52
"Partij voor Mens en Spirit (MenS)",13
"Lijst 17",6
"Piratenpartij",6
"Nieuw Nederland",3
