"Category","Series 1"
"PVV (Partij voor de Vrijheid)",10438
"VVD",7838
"Partij van de Arbeid (P.v.d.A.)",6995
"SP (Socialistische Partij)",4926
"Christen Democratisch Appèl (CDA)",2634
"GROENLINKS",1790
"Democraten 66 (D66)",1646
"ChristenUnie",792
"Partij voor de Dieren",678
"TROTS OP NEDERLAND LIJST RITA VERDONK",344
"Staatkundig Gereformeerde Partij (SGP)",202
"Partij voor Mens en Spirit (MenS)",76
"Piratenpartij",46
"Lijst 17",30
"Heel NL",8
"Nieuw Nederland",5
"Partij TTn",5
