"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",845
"SP (Socialistische Partij)",687
"PVV (Partij voor de Vrijheid)",582
"VVD",532
"Christen Democratisch Appèl (CDA)",418
"Democraten 66 (D66)",150
"GROENLINKS",146
"Partij voor de Dieren",43
"ChristenUnie",19
"TROTS OP NEDERLAND LIJST RITA VERDONK",19
"Partij voor Mens en Spirit (MenS)",9
"Piratenpartij",2
"Staatkundig Gereformeerde Partij (SGP)",2
"Lijst 17",1
"Nieuw Nederland",1
"Partij TTn",1
