"Category","Series 1"
"VVD",296
"Partij van de Arbeid (P.v.d.A.)",230
"GROENLINKS",94
"Democraten 66 (D66)",93
"SP (Socialistische Partij)",83
"PVV (Partij voor de Vrijheid)",76
"Christen Democratisch Appèl (CDA)",74
"ChristenUnie",17
"Partij voor de Dieren",13
"TROTS OP NEDERLAND LIJST RITA VERDONK",13
"Staatkundig Gereformeerde Partij (SGP)",3
"Partij voor Mens en Spirit (MenS)",1
