"Category","Series 1"
"Christen Democratisch Appèl (CDA)",2795
"VVD",1749
"Partij van de Arbeid (P.v.d.A.)",1653
"SP (Socialistische Partij)",985
"PVV (Partij voor de Vrijheid)",909
"GROENLINKS",569
"Democraten 66 (D66)",528
"ChristenUnie",403
"Partij voor de Dieren",67
"Partij voor Mens en Spirit (MenS)",36
"TROTS OP NEDERLAND LIJST RITA VERDONK",36
"Staatkundig Gereformeerde Partij (SGP)",25
"Piratenpartij",5
"Lijst 17",3
"Nieuw Nederland",3
"Partij TTn",1
