"Category","Series 1"
"Staatkundig Gereformeerde Partij (SGP)",1411
"ChristenUnie",849
"Partij van de Arbeid (P.v.d.A.)",784
"PVV (Partij voor de Vrijheid)",713
"Christen Democratisch Appèl (CDA)",643
"VVD",586
"SP (Socialistische Partij)",315
"GROENLINKS",123
"Democraten 66 (D66)",116
"Partij voor de Dieren",53
"TROTS OP NEDERLAND LIJST RITA VERDONK",12
"Lijst 17",3
"Partij voor Mens en Spirit (MenS)",3
"Partij TTn",2
"Piratenpartij",1
