"Category","Series 1"
"VVD",2249
"Christen Democratisch Appèl (CDA)",1785
"Partij van de Arbeid (P.v.d.A.)",1338
"PVV (Partij voor de Vrijheid)",1088
"ChristenUnie",895
"SP (Socialistische Partij)",622
"Staatkundig Gereformeerde Partij (SGP)",449
"Democraten 66 (D66)",384
"GROENLINKS",294
"Partij voor de Dieren",63
"TROTS OP NEDERLAND LIJST RITA VERDONK",39
"Partij voor Mens en Spirit (MenS)",15
"Piratenpartij",7
"Lijst 17",5
"Heel NL",2
"Nieuw Nederland",1
"Partij TTn",1
