"Category","Series 1"
"VVD",2988
"PVV (Partij voor de Vrijheid)",2603
"Partij van de Arbeid (P.v.d.A.)",2513
"Christen Democratisch Appèl (CDA)",2397
"SP (Socialistische Partij)",1844
"Democraten 66 (D66)",869
"GROENLINKS",779
"Partij voor de Dieren",151
"TROTS OP NEDERLAND LIJST RITA VERDONK",119
"ChristenUnie",83
"Partij voor Mens en Spirit (MenS)",25
"Lijst 17",18
"Piratenpartij",14
"Staatkundig Gereformeerde Partij (SGP)",9
"Heel NL",4
"Partij TTn",4
"Nieuw Nederland",2
