"Category","Series 1"
"VVD",2498
"Christen Democratisch Appèl (CDA)",1544
"PVV (Partij voor de Vrijheid)",1123
"Partij van de Arbeid (P.v.d.A.)",752
"Staatkundig Gereformeerde Partij (SGP)",613
"ChristenUnie",510
"Democraten 66 (D66)",480
"SP (Socialistische Partij)",386
"GROENLINKS",350
"Partij voor de Dieren",73
"TROTS OP NEDERLAND LIJST RITA VERDONK",49
"Partij voor Mens en Spirit (MenS)",16
"Piratenpartij",5
"Lijst 17",4
"Heel NL",1
"Partij TTn",1
