"Category","Series 1"
"Christen Democratisch Appèl (CDA)",6124
"PVV (Partij voor de Vrijheid)",4885
"VVD",4000
"SP (Socialistische Partij)",3712
"Partij van de Arbeid (P.v.d.A.)",2638
"Democraten 66 (D66)",1056
"GROENLINKS",1025
"Partij voor de Dieren",211
"TROTS OP NEDERLAND LIJST RITA VERDONK",158
"ChristenUnie",108
"Partij voor Mens en Spirit (MenS)",66
"Piratenpartij",22
"Lijst 17",16
"Staatkundig Gereformeerde Partij (SGP)",12
"Heel NL",3
"Nieuw Nederland",2
"Partij TTn",2
