"Category","Series 1"
"Christen Democratisch Appèl (CDA)",1558
"Partij van de Arbeid (P.v.d.A.)",1531
"VVD",1160
"SP (Socialistische Partij)",712
"GROENLINKS",502
"PVV (Partij voor de Vrijheid)",502
"Democraten 66 (D66)",347
"ChristenUnie",183
"Partij voor de Dieren",69
"Partij voor Mens en Spirit (MenS)",35
"TROTS OP NEDERLAND LIJST RITA VERDONK",15
"Piratenpartij",7
"Staatkundig Gereformeerde Partij (SGP)",5
"Lijst 17",4
"Nieuw Nederland",2
"Partij TTn",2
