"Category","Series 1"
"Christen Democratisch Appèl (CDA)",4443
"VVD",3572
"PVV (Partij voor de Vrijheid)",3179
"SP (Socialistische Partij)",2639
"Partij van de Arbeid (P.v.d.A.)",2207
"Democraten 66 (D66)",834
"GROENLINKS",740
"TROTS OP NEDERLAND LIJST RITA VERDONK",195
"Partij voor de Dieren",119
"ChristenUnie",87
"Partij voor Mens en Spirit (MenS)",61
"Piratenpartij",14
"Lijst 17",12
"Heel NL",5
"Staatkundig Gereformeerde Partij (SGP)",3
"Nieuw Nederland",2
"Partij TTn",2
