"Category","Series 1"
"VVD",1177
"Partij van de Arbeid (P.v.d.A.)",837
"Democraten 66 (D66)",509
"Christen Democratisch Appèl (CDA)",428
"PVV (Partij voor de Vrijheid)",416
"GROENLINKS",306
"SP (Socialistische Partij)",259
"Partij voor de Dieren",64
"ChristenUnie",28
"TROTS OP NEDERLAND LIJST RITA VERDONK",21
"Partij voor Mens en Spirit (MenS)",6
"Piratenpartij",5
"Partij TTn",2
"Staatkundig Gereformeerde Partij (SGP)",2
"Lijst 17",1
