"Category","Series 1"
"PVV (Partij voor de Vrijheid)",15111
"Partij van de Arbeid (P.v.d.A.)",9135
"Christen Democratisch Appèl (CDA)",8094
"VVD",7396
"SP (Socialistische Partij)",6764
"GROENLINKS",3503
"Democraten 66 (D66)",2356
"Partij voor de Dieren",795
"TROTS OP NEDERLAND LIJST RITA VERDONK",406
"ChristenUnie",345
"Partij voor Mens en Spirit (MenS)",213
"Lijst 17",42
"Piratenpartij",39
"Staatkundig Gereformeerde Partij (SGP)",28
"Nieuw Nederland",10
"Heel NL",9
"Partij TTn",8
