"Category","Series 1"
"VVD",1297
"Partij van de Arbeid (P.v.d.A.)",721
"PVV (Partij voor de Vrijheid)",634
"Christen Democratisch Appèl (CDA)",330
"SP (Socialistische Partij)",289
"GROENLINKS",255
"Democraten 66 (D66)",241
"Partij voor de Dieren",69
"TROTS OP NEDERLAND LIJST RITA VERDONK",41
"ChristenUnie",33
"Partij voor Mens en Spirit (MenS)",6
"Lijst 17",3
"Staatkundig Gereformeerde Partij (SGP)",3
"Heel NL",2
"Piratenpartij",2
"Nieuw Nederland",1
"Partij TTn",1
