"Category","Series 1"
"PVV (Partij voor de Vrijheid)",3913
"Christen Democratisch Appèl (CDA)",2200
"VVD",1978
"Partij van de Arbeid (P.v.d.A.)",1614
"SP (Socialistische Partij)",1348
"GROENLINKS",517
"Democraten 66 (D66)",466
"Partij voor de Dieren",176
"TROTS OP NEDERLAND LIJST RITA VERDONK",86
"ChristenUnie",64
"Partij voor Mens en Spirit (MenS)",41
"Piratenpartij",11
"Staatkundig Gereformeerde Partij (SGP)",7
"Lijst 17",6
"Heel NL",5
"Nieuw Nederland",2
"Partij TTn",1
