"Category","Series 1"
"VVD",11732
"Partij van de Arbeid (P.v.d.A.)",7164
"PVV (Partij voor de Vrijheid)",6224
"Christen Democratisch Appèl (CDA)",5252
"Democraten 66 (D66)",4309
"SP (Socialistische Partij)",2987
"GROENLINKS",2934
"Partij voor de Dieren",708
"ChristenUnie",673
"TROTS OP NEDERLAND LIJST RITA VERDONK",234
"Staatkundig Gereformeerde Partij (SGP)",147
"Partij voor Mens en Spirit (MenS)",140
"Piratenpartij",49
"Lijst 17",35
"Heel NL",10
"Partij TTn",10
"Nieuw Nederland",6
