"Category","Series 1"
"VVD",4249
"Partij van de Arbeid (P.v.d.A.)",2515
"Democraten 66 (D66)",1834
"Christen Democratisch Appèl (CDA)",1513
"PVV (Partij voor de Vrijheid)",1174
"GROENLINKS",1118
"SP (Socialistische Partij)",734
"ChristenUnie",327
"Partij voor de Dieren",212
"Staatkundig Gereformeerde Partij (SGP)",51
"TROTS OP NEDERLAND LIJST RITA VERDONK",36
"Partij voor Mens en Spirit (MenS)",34
"Piratenpartij",26
"Lijst 17",20
"Nieuw Nederland",6
