"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",22081
"VVD",16363
"PVV (Partij voor de Vrijheid)",10450
"GROENLINKS",9812
"Democraten 66 (D66)",9334
"SP (Socialistische Partij)",7891
"Christen Democratisch Appèl (CDA)",6188
"Partij voor de Dieren",1765
"ChristenUnie",1210
"TROTS OP NEDERLAND LIJST RITA VERDONK",403
"Partij voor Mens en Spirit (MenS)",317
"Staatkundig Gereformeerde Partij (SGP)",129
"Piratenpartij",128
"Lijst 17",94
"Partij TTn",39
"Nieuw Nederland",15
