"Category","Series 1"
"VVD",957
"Partij van de Arbeid (P.v.d.A.)",561
"PVV (Partij voor de Vrijheid)",557
"Christen Democratisch Appèl (CDA)",443
"Democraten 66 (D66)",267
"SP (Socialistische Partij)",241
"GROENLINKS",208
"Partij voor de Dieren",47
"ChristenUnie",27
"TROTS OP NEDERLAND LIJST RITA VERDONK",19
"Partij voor Mens en Spirit (MenS)",11
"Piratenpartij",6
"Staatkundig Gereformeerde Partij (SGP)",4
"Lijst 17",2
"Nieuw Nederland",1
