"Category","Series 1"
"VVD",3624
"PVV (Partij voor de Vrijheid)",2465
"Christen Democratisch Appèl (CDA)",2062
"Partij van de Arbeid (P.v.d.A.)",2033
"Staatkundig Gereformeerde Partij (SGP)",1895
"SP (Socialistische Partij)",1136
"ChristenUnie",998
"Democraten 66 (D66)",677
"GROENLINKS",548
"Partij voor de Dieren",157
"TROTS OP NEDERLAND LIJST RITA VERDONK",71
"Partij voor Mens en Spirit (MenS)",18
"Lijst 17",16
"Piratenpartij",10
"Nieuw Nederland",5
"Heel NL",2
