"Category","Series 1"
"PVV (Partij voor de Vrijheid)",5699
"Partij van de Arbeid (P.v.d.A.)",2721
"SP (Socialistische Partij)",2442
"Christen Democratisch Appèl (CDA)",1826
"VVD",1816
"GROENLINKS",766
"Democraten 66 (D66)",504
"Partij voor de Dieren",252
"ChristenUnie",215
"TROTS OP NEDERLAND LIJST RITA VERDONK",170
"Partij voor Mens en Spirit (MenS)",62
"Staatkundig Gereformeerde Partij (SGP)",16
"Piratenpartij",12
"Lijst 17",7
"Nieuw Nederland",4
"Heel NL",3
"Partij TTn",2
