"Category","Series 1"
"VVD",12929
"Partij van de Arbeid (P.v.d.A.)",9637
"PVV (Partij voor de Vrijheid)",5089
"Democraten 66 (D66)",4890
"Christen Democratisch Appèl (CDA)",4200
"GROENLINKS",3541
"SP (Socialistische Partij)",2962
"ChristenUnie",753
"Partij voor de Dieren",709
"Partij voor Mens en Spirit (MenS)",164
"TROTS OP NEDERLAND LIJST RITA VERDONK",160
"Staatkundig Gereformeerde Partij (SGP)",88
"Piratenpartij",48
"Lijst 17",44
"Partij TTn",12
"Nieuw Nederland",11
