"Category","Series 1"
"Christen Democratisch Appèl (CDA)",3822
"ChristenUnie",3201
"PVV (Partij voor de Vrijheid)",1665
"VVD",1579
"Partij van de Arbeid (P.v.d.A.)",513
"Staatkundig Gereformeerde Partij (SGP)",357
"SP (Socialistische Partij)",263
"GROENLINKS",179
"Democraten 66 (D66)",158
"Partij voor de Dieren",49
"TROTS OP NEDERLAND LIJST RITA VERDONK",43
"Lijst 17",9
"Piratenpartij",5
"Partij voor Mens en Spirit (MenS)",3
"Heel NL",2
