"Category","Series 1"
"PVV (Partij voor de Vrijheid)",1262
"VVD",1169
"Partij van de Arbeid (P.v.d.A.)",1002
"Christen Democratisch Appèl (CDA)",867
"SP (Socialistische Partij)",523
"Staatkundig Gereformeerde Partij (SGP)",456
"ChristenUnie",423
"GROENLINKS",221
"Democraten 66 (D66)",179
"Partij voor de Dieren",101
"TROTS OP NEDERLAND LIJST RITA VERDONK",43
"Partij voor Mens en Spirit (MenS)",15
"Lijst 17",3
"Heel NL",1
"Nieuw Nederland",1
"Piratenpartij",1
