"Category","Series 1"
"VVD",17036
"Partij van de Arbeid (P.v.d.A.)",13171
"PVV (Partij voor de Vrijheid)",12516
"SP (Socialistische Partij)",6417
"Christen Democratisch Appèl (CDA)",6061
"Democraten 66 (D66)",5056
"GROENLINKS",4132
"ChristenUnie",1873
"Partij voor de Dieren",980
"Staatkundig Gereformeerde Partij (SGP)",619
"TROTS OP NEDERLAND LIJST RITA VERDONK",421
"Partij voor Mens en Spirit (MenS)",208
"Piratenpartij",117
"Lijst 17",60
"Heel NL",13
"Nieuw Nederland",12
"Partij TTn",5
