"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",1132
"Christen Democratisch Appèl (CDA)",719
"ChristenUnie",569
"VVD",520
"SP (Socialistische Partij)",506
"PVV (Partij voor de Vrijheid)",398
"GROENLINKS",310
"Democraten 66 (D66)",178
"Staatkundig Gereformeerde Partij (SGP)",76
"Partij voor de Dieren",39
"Partij voor Mens en Spirit (MenS)",15
"Piratenpartij",10
"TROTS OP NEDERLAND LIJST RITA VERDONK",10
"Nieuw Nederland",2
"Partij TTn",2
"Evangelische Partij Nederland",1
"Lijst 17",1
