"Category","Series 1"
"VVD",2718
"PVV (Partij voor de Vrijheid)",1724
"Partij van de Arbeid (P.v.d.A.)",1401
"SP (Socialistische Partij)",1075
"Christen Democratisch Appèl (CDA)",913
"Democraten 66 (D66)",577
"GROENLINKS",443
"ChristenUnie",129
"Partij voor de Dieren",124
"TROTS OP NEDERLAND LIJST RITA VERDONK",89
"Partij voor Mens en Spirit (MenS)",37
"Staatkundig Gereformeerde Partij (SGP)",29
"Lijst 17",9
"Piratenpartij",6
"Heel NL",2
"Nieuw Nederland",1
