"Category","Series 1"
"VVD",17386
"Christen Democratisch Appèl (CDA)",13636
"PVV (Partij voor de Vrijheid)",11228
"Partij van de Arbeid (P.v.d.A.)",5349
"SP (Socialistische Partij)",3447
"Democraten 66 (D66)",2659
"GROENLINKS",2091
"ChristenUnie",1869
"Staatkundig Gereformeerde Partij (SGP)",806
"Partij voor de Dieren",565
"TROTS OP NEDERLAND LIJST RITA VERDONK",401
"Partij voor Mens en Spirit (MenS)",179
"Lijst 17",70
"Piratenpartij",47
"Partij TTn",11
"Nieuw Nederland",7
"Heel NL",5
