"Category","Series 1"
"VVD",2380
"Christen Democratisch Appèl (CDA)",1619
"PVV (Partij voor de Vrijheid)",1226
"Partij van de Arbeid (P.v.d.A.)",1197
"SP (Socialistische Partij)",555
"GROENLINKS",545
"Democraten 66 (D66)",528
"ChristenUnie",425
"Staatkundig Gereformeerde Partij (SGP)",340
"Partij voor de Dieren",112
"TROTS OP NEDERLAND LIJST RITA VERDONK",38
"Partij voor Mens en Spirit (MenS)",36
"Piratenpartij",11
"Lijst 17",9
"Heel NL",1
"Nieuw Nederland",1
