"Category","Series 1"
"VVD",1112
"Christen Democratisch Appèl (CDA)",801
"Partij van de Arbeid (P.v.d.A.)",765
"PVV (Partij voor de Vrijheid)",686
"SP (Socialistische Partij)",424
"GROENLINKS",218
"Democraten 66 (D66)",212
"Staatkundig Gereformeerde Partij (SGP)",182
"ChristenUnie",130
"Partij voor de Dieren",74
"TROTS OP NEDERLAND LIJST RITA VERDONK",39
"Partij voor Mens en Spirit (MenS)",23
"Piratenpartij",9
"Nieuw Nederland",3
"Partij TTn",3
"Lijst 17",2
