"Category","Series 1"
"VVD",6897
"Partij van de Arbeid (P.v.d.A.)",4012
"Christen Democratisch Appèl (CDA)",3575
"PVV (Partij voor de Vrijheid)",3252
"Democraten 66 (D66)",1966
"SP (Socialistische Partij)",1730
"GROENLINKS",1564
"ChristenUnie",1319
"Staatkundig Gereformeerde Partij (SGP)",455
"Partij voor de Dieren",338
"TROTS OP NEDERLAND LIJST RITA VERDONK",104
"Partij voor Mens en Spirit (MenS)",84
"Piratenpartij",23
"Lijst 17",19
"Partij TTn",8
"Nieuw Nederland",6
