"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",4760
"VVD",3401
"Christen Democratisch Appèl (CDA)",2888
"SP (Socialistische Partij)",2447
"PVV (Partij voor de Vrijheid)",2251
"GROENLINKS",1234
"Democraten 66 (D66)",1127
"ChristenUnie",674
"Partij voor de Dieren",237
"TROTS OP NEDERLAND LIJST RITA VERDONK",68
"Partij voor Mens en Spirit (MenS)",65
"Staatkundig Gereformeerde Partij (SGP)",28
"Piratenpartij",20
"Lijst 17",11
"Nieuw Nederland",5
"Evangelische Partij Nederland",4
