"Category","Series 1"
"VVD",6473
"PVV (Partij voor de Vrijheid)",3593
"Partij van de Arbeid (P.v.d.A.)",3228
"Christen Democratisch Appèl (CDA)",3107
"SP (Socialistische Partij)",1915
"Staatkundig Gereformeerde Partij (SGP)",1486
"ChristenUnie",1425
"Democraten 66 (D66)",1364
"GROENLINKS",1015
"Partij voor de Dieren",275
"TROTS OP NEDERLAND LIJST RITA VERDONK",208
"Partij voor Mens en Spirit (MenS)",42
"Lijst 17",25
"Piratenpartij",18
"Heel NL",3
"Nieuw Nederland",3
"Partij TTn",3
