"Category","Series 1"
"VVD",4376
"Partij van de Arbeid (P.v.d.A.)",4256
"PVV (Partij voor de Vrijheid)",4175
"SP (Socialistische Partij)",2274
"Christen Democratisch Appèl (CDA)",2083
"GROENLINKS",1607
"Democraten 66 (D66)",1351
"Partij voor de Dieren",325
"ChristenUnie",183
"TROTS OP NEDERLAND LIJST RITA VERDONK",165
"Partij voor Mens en Spirit (MenS)",64
"Piratenpartij",32
"Staatkundig Gereformeerde Partij (SGP)",26
"Lijst 17",16
"Nieuw Nederland",8
"Partij TTn",7
