"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",2866
"Christen Democratisch Appèl (CDA)",2400
"VVD",1877
"SP (Socialistische Partij)",1431
"PVV (Partij voor de Vrijheid)",1337
"GROENLINKS",679
"ChristenUnie",515
"Democraten 66 (D66)",484
"Partij voor de Dieren",112
"TROTS OP NEDERLAND LIJST RITA VERDONK",46
"Partij voor Mens en Spirit (MenS)",43
"Staatkundig Gereformeerde Partij (SGP)",41
"Lijst 17",8
"Piratenpartij",8
"Evangelische Partij Nederland",2
"Nieuw Nederland",1
