"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",4179
"VVD",3842
"PVV (Partij voor de Vrijheid)",2877
"SP (Socialistische Partij)",1938
"Christen Democratisch Appèl (CDA)",1844
"Democraten 66 (D66)",1212
"GROENLINKS",1161
"ChristenUnie",921
"Staatkundig Gereformeerde Partij (SGP)",348
"Partij voor de Dieren",242
"TROTS OP NEDERLAND LIJST RITA VERDONK",91
"Partij voor Mens en Spirit (MenS)",46
"Piratenpartij",22
"Lijst 17",15
"Partij TTn",10
"Heel NL",2
"Nieuw Nederland",1
