"Category","Series 1"
"VVD",3865
"Christen Democratisch Appèl (CDA)",2405
"PVV (Partij voor de Vrijheid)",1940
"Partij van de Arbeid (P.v.d.A.)",1652
"Democraten 66 (D66)",942
"SP (Socialistische Partij)",932
"GROENLINKS",636
"Staatkundig Gereformeerde Partij (SGP)",630
"ChristenUnie",352
"Partij voor de Dieren",179
"TROTS OP NEDERLAND LIJST RITA VERDONK",82
"Partij voor Mens en Spirit (MenS)",42
"Lijst 17",13
"Piratenpartij",9
"Nieuw Nederland",5
"Heel NL",4
"Partij TTn",1
