"Category","Series 1"
"VVD",3822
"Christen Democratisch Appèl (CDA)",2754
"PVV (Partij voor de Vrijheid)",2706
"Partij van de Arbeid (P.v.d.A.)",2512
"SP (Socialistische Partij)",2048
"Democraten 66 (D66)",1195
"GROENLINKS",763
"ChristenUnie",273
"Partij voor de Dieren",157
"TROTS OP NEDERLAND LIJST RITA VERDONK",140
"Partij voor Mens en Spirit (MenS)",40
"Staatkundig Gereformeerde Partij (SGP)",22
"Lijst 17",19
"Piratenpartij",19
"Nieuw Nederland",6
"Partij TTn",4
