"Category","Series 1"
"Christen Democratisch Appèl (CDA)",4047
"VVD",3698
"Partij van de Arbeid (P.v.d.A.)",3426
"PVV (Partij voor de Vrijheid)",2682
"SP (Socialistische Partij)",2124
"Democraten 66 (D66)",1343
"GROENLINKS",1024
"ChristenUnie",157
"Partij voor de Dieren",156
"TROTS OP NEDERLAND LIJST RITA VERDONK",105
"Partij voor Mens en Spirit (MenS)",53
"Piratenpartij",24
"Staatkundig Gereformeerde Partij (SGP)",10
"Lijst 17",6
"Heel NL",4
"Partij TTn",4
"Nieuw Nederland",3
