"Category","Series 1"
"PVV (Partij voor de Vrijheid)",1280
"Partij van de Arbeid (P.v.d.A.)",826
"Christen Democratisch Appèl (CDA)",682
"VVD",536
"SP (Socialistische Partij)",520
"GROENLINKS",247
"Democraten 66 (D66)",179
"Partij voor de Dieren",66
"ChristenUnie",40
"Partij voor Mens en Spirit (MenS)",20
"TROTS OP NEDERLAND LIJST RITA VERDONK",18
"Piratenpartij",12
"Staatkundig Gereformeerde Partij (SGP)",5
"Lijst 17",3
"Heel NL",1
"Nieuw Nederland",1
