"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",10358
"VVD",8170
"Christen Democratisch Appèl (CDA)",7178
"SP (Socialistische Partij)",6360
"PVV (Partij voor de Vrijheid)",6012
"Democraten 66 (D66)",3323
"GROENLINKS",2727
"ChristenUnie",1096
"Partij voor de Dieren",477
"TROTS OP NEDERLAND LIJST RITA VERDONK",222
"Partij voor Mens en Spirit (MenS)",138
"Piratenpartij",76
"Staatkundig Gereformeerde Partij (SGP)",60
"Lijst 17",29
"Heel NL",12
"Nieuw Nederland",5
"Partij TTn",4
