"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",1257
"Christen Democratisch Appèl (CDA)",1067
"VVD",930
"SP (Socialistische Partij)",703
"PVV (Partij voor de Vrijheid)",644
"GROENLINKS",634
"Democraten 66 (D66)",430
"Partij voor de Dieren",102
"ChristenUnie",40
"Partij voor Mens en Spirit (MenS)",22
"TROTS OP NEDERLAND LIJST RITA VERDONK",16
"Lijst 17",10
"Piratenpartij",8
"Heel NL",3
"Staatkundig Gereformeerde Partij (SGP)",3
"Partij TTn",2
"Nieuw Nederland",1
