"Category","Series 1"
"VVD",1773
"Christen Democratisch Appèl (CDA)",750
"Partij van de Arbeid (P.v.d.A.)",725
"PVV (Partij voor de Vrijheid)",562
"Democraten 66 (D66)",544
"GROENLINKS",346
"SP (Socialistische Partij)",284
"ChristenUnie",129
"Staatkundig Gereformeerde Partij (SGP)",107
"Partij voor de Dieren",70
"TROTS OP NEDERLAND LIJST RITA VERDONK",27
"Partij voor Mens en Spirit (MenS)",15
"Piratenpartij",4
"Heel NL",1
"Lijst 17",1
