"Category","Series 1"
"Christen Democratisch Appèl (CDA)",3227
"VVD",2479
"PVV (Partij voor de Vrijheid)",2330
"Partij van de Arbeid (P.v.d.A.)",2117
"SP (Socialistische Partij)",1327
"Democraten 66 (D66)",643
"GROENLINKS",518
"ChristenUnie",121
"TROTS OP NEDERLAND LIJST RITA VERDONK",101
"Partij voor de Dieren",93
"Partij voor Mens en Spirit (MenS)",29
"Piratenpartij",10
"Staatkundig Gereformeerde Partij (SGP)",10
"Lijst 17",5
"Partij TTn",3
"Heel NL",2
"Nieuw Nederland",2
