"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",2429
"Christen Democratisch Appèl (CDA)",1433
"VVD",1068
"SP (Socialistische Partij)",865
"ChristenUnie",827
"GROENLINKS",818
"PVV (Partij voor de Vrijheid)",657
"Democraten 66 (D66)",433
"Partij voor de Dieren",111
"Staatkundig Gereformeerde Partij (SGP)",64
"Partij voor Mens en Spirit (MenS)",32
"TROTS OP NEDERLAND LIJST RITA VERDONK",22
"Piratenpartij",11
"Lijst 17",5
"Evangelische Partij Nederland",3
"Nieuw Nederland",2
