"Category","Series 1"
"VVD",1316
"PVV (Partij voor de Vrijheid)",935
"Partij van de Arbeid (P.v.d.A.)",792
"Christen Democratisch Appèl (CDA)",786
"SP (Socialistische Partij)",475
"ChristenUnie",325
"GROENLINKS",260
"Democraten 66 (D66)",230
"Staatkundig Gereformeerde Partij (SGP)",148
"Partij voor de Dieren",92
"TROTS OP NEDERLAND LIJST RITA VERDONK",33
"Partij voor Mens en Spirit (MenS)",19
"Piratenpartij",5
"Lijst 17",2
"Partij TTn",2
"Nieuw Nederland",1
