"Category","Series 1"
"Christen Democratisch Appèl (CDA)",2929
"ChristenUnie",2686
"Staatkundig Gereformeerde Partij (SGP)",1657
"PVV (Partij voor de Vrijheid)",1634
"Partij van de Arbeid (P.v.d.A.)",1572
"VVD",1426
"SP (Socialistische Partij)",607
"GROENLINKS",284
"Democraten 66 (D66)",258
"Partij voor de Dieren",71
"TROTS OP NEDERLAND LIJST RITA VERDONK",57
"Partij voor Mens en Spirit (MenS)",15
"Lijst 17",7
"Evangelische Partij Nederland",6
"Piratenpartij",5
"Nieuw Nederland",4
