"Category","Series 1"
"Christen Democratisch Appèl (CDA)",1011
"VVD",774
"PVV (Partij voor de Vrijheid)",710
"Partij van de Arbeid (P.v.d.A.)",409
"SP (Socialistische Partij)",409
"Democraten 66 (D66)",160
"GROENLINKS",152
"Partij voor de Dieren",56
"TROTS OP NEDERLAND LIJST RITA VERDONK",30
"ChristenUnie",26
"Partij voor Mens en Spirit (MenS)",18
"Lijst 17",4
"Piratenpartij",2
"Staatkundig Gereformeerde Partij (SGP)",1
