"Category","Series 1"
"VVD",7077
"PVV (Partij voor de Vrijheid)",5832
"Partij van de Arbeid (P.v.d.A.)",5255
"Christen Democratisch Appèl (CDA)",3920
"SP (Socialistische Partij)",3522
"Democraten 66 (D66)",2011
"GROENLINKS",1560
"Partij voor de Dieren",311
"ChristenUnie",241
"TROTS OP NEDERLAND LIJST RITA VERDONK",207
"Partij voor Mens en Spirit (MenS)",97
"Staatkundig Gereformeerde Partij (SGP)",37
"Piratenpartij",25
"Lijst 17",24
"Partij TTn",7
"Heel NL",3
"Nieuw Nederland",3
