"Category","Series 1"
"Staatkundig Gereformeerde Partij (SGP)",5157
"Christen Democratisch Appèl (CDA)",4857
"VVD",2985
"ChristenUnie",2808
"Partij van de Arbeid (P.v.d.A.)",2385
"PVV (Partij voor de Vrijheid)",2354
"SP (Socialistische Partij)",1018
"Democraten 66 (D66)",613
"GROENLINKS",487
"Partij voor de Dieren",121
"TROTS OP NEDERLAND LIJST RITA VERDONK",106
"Partij voor Mens en Spirit (MenS)",19
"Lijst 17",14
"Piratenpartij",9
"Nieuw Nederland",6
"Partij TTn",3
"Heel NL",2
